code,regency_code,name
150707,1507,MUARA SABAK BARAT
150701,1507,MUARA SABAK TIMUR
150708,1507,KUALA JAMBI
150704,1507,RANTAU RASAU
150711,1507,BERBAK
150702,1507,NIPAH PANJANG
150705,1507,S A D U
150601,1506,TUNGKAL ULU
150605,1506,MERLUNG
150607,1506,BATANG ASAM
150606,1506,TEBING TINGGI
150608,1506,RENAH MENDALUH
150609,1506,MUARA PAPALIK
150603,1506,PENGABUAN
150613,1506,SENYERANG
150602,1506,TUNGKAL ILIR
150611,1506,BRAM ITAM
150610,1506,SEBERANG KOTA
150604,1506,BETARA
150612,1506,KUALA BETARA
150902,1509,TEBO ILIR
150912,1509,MUARA TABIR
150901,1509,TEBO TENGAH
150905,1509,SUMAY
150909,1509,TENGAH ILIR
150904,1509,RIMBO BUJANG
150907,1509,RIMBO ULU
150908,1509,RIMBO ILIR
150903,1509,TEBO ULU
150906,1509,VII KOTO
150910,1509,SERAI SERUMPUN
150911,1509,VII KOTO ILIR
150806,1508,PELEPAT
150809,1508,PELEPAT ILIR
150810,1508,BATIN II BABEKO
150813,1508,RIMBO TENGAH
150812,1508,BUNGO DANI
150803,1508,PASAR MUARO BUNGO
150811,1508,BATHIN III
150802,1508,RANTAU PANDAN
150808,1508,MUKO-MUKO BATHIN VII
150814,1508,BATHIN III ULU
150805,1508,TANAH SEPENGGAL
150817,1508,TANAH SEPENGGAL LINTAS
150801,1508,TANAH TUMBUH
150807,1508,LIMBUR LUBUK
150815,1508,BATHIN II PELAYANG
150804,1508,JUJUHAN
150816,1508,JUJUHAN ILIR
157107,1571,KOTA BARU
157109,1571,ALAM BARAJO
157102,1571,JAMBI SELATAN
157111,1571,PAAL MERAH
157108,1571,JELUTUNG
157104,1571,PASAR JAMBI
157101,1571,TELANAIPURA
157110,1571,DANAU SIPIN
157106,1571,DANAU TELUK
157105,1571,PELAYANGAN
157103,1571,JAMBI TIMUR
157204,1572,TANAH KAMPUNG
157205,1572,KUMUN DEBAI
157201,1572,SUNGAI PENUH
157206,1572,PONDOK TINGGI
157208,1572,SUNGAI BUNGKAL
157203,1572,HAMPARAN RAWANG
157202,1572,PESISIR BUKIT
157207,1572,KOTO BARU
160128,1601,LENGKITI
160107,1601,SOSOH BUAY RAYAP
160108,1601,PENGANDONAN
160121,1601,SEMIDANG AJI
160120,1601,ULU OGAN
160131,1601,MUARA JAYA
160109,1601,PENINJAUAN
160122,1601,LUBUK BATANG
160129,1601,SINAR PENINJAUAN
160132,1601,KEDATON PENINJAUAN
160114,1601,BATURAJA TIMUR
160130,1601,LUBUK RAJA
160113,1601,BATURAJA BARAT
160213,1602,LEMPUING
160222,1602,LEMPUING JAYA
160204,1602,MESUJI
160215,1602,SUNGAI MENANG
160220,1602,MESUJI MAKMUR
160221,1602,MESUJI RAYA
160211,1602,TULUNG SELAPAN
160218,1602,CENGAL
160203,1602,PEDAMARAN
160224,1602,PEDAMARAN TIMUR
160202,1602,TANJUNG LUBUK
160223,1602,TELUK GELAM
160205,1602,KAYU AGUNG
160208,1602,SIRAH PULAU PADANG
160217,1602,JEJAWI
160212,1602,PAMPANGAN
160219,1602,PANGKALAN LAMPAM
160214,1602,AIR SUGIHAN
160308,1603,SEMENDE DARAT LAUT
160310,1603,SEMENDE DARAT ULU
160309,1603,SEMENDE DARAT TENGAH
160301,1603,TANJUNG AGUNG
160327,1603,PANANG ENIM
160315,1603,RAMBANG
160314,1603,LUBAI
160325,1603,LUBAI ULU
160307,1603,LAWANG KIDUL
160302,1603,MUARA ENIM
160311,1603,UJAN MAS
160304,1603,GUNUNG MEGANG
160319,1603,BENAKAT
160323,1603,BELIMBING
160303,1603,RAMBANG NIRU
160326,1603,EMPAT PETULAI DANGKU
160306,1603,GELUMBANG
160317,1603,LEMBAK
160316,1603,SUNGAI ROTAN
160322,1603,MUARA BELIDA
160321,1603,KELEKAR
160324,1603,BELIDA DARAT
160424,1604,TANJUNG SAKTI PUMI
160401,1604,TANJUNGSAKTI PUMU
160407,1604,KOTA AGUNG
160415,1604,MULAK ULU
160427,1604,TANJUNGTEBAT
160430,1604,MULAK SEBINGKAI
160408,1604,PULAUPINANG
160422,1604,PAGAR GUNUNG
160425,1604,GUMAY ULU
160406,1604,JARAI
160412,1604,PAJAR BULAN
160428,1604,MUARAPAYANG
160429,1604,SUKAMERINDU
160419,1604,KIKIM BARAT
160417,1604,KIKIM TIMUR
160416,1604,KIKIM SELATAN
160418,1604,KIKIM TENGAH
160410,1604,LAHAT
160421,1604,GUMAY TALANG
160420,1604,PSEKSU
160431,1604,LAHAT SELATAN
160409,1604,MERAPI BARAT
160423,1604,MERAPI TIMUR
160426,1604,MERAPI SELATAN
160510,1605,STL ULU TERAWAS
160511,1605,SELANGIT
160519,1605,SUMBER HARTA
160501,1605,TUGUMULYO
160513,1605,PURWODADI
160509,1605,MUARA BELITI
160518,1605,TIANG PUMPUNG
160508,1605,JAYALOKA
160521,1605,SUKA KARYA
160503,1605,MUARA KELINGI
160514,1605,BTS. ULU
160520,1605,TUAH NEGERI
160502,1605,MUARA LAKITAN
160512,1605,MEGANG SAKTI
160605,1606,SANGA DESA
160606,1606,BABAT TOMAN
160604,1606,BATANG HARI LEKO
160610,1606,PLAKAT TINGGI
160613,1606,LAWANG WETAN
160603,1606,SUNGAI KERUH
160615,1606,JIRAK JAYA
160601,1606,SEKAYU
160602,1606,LAIS
160607,1606,SUNGAI LILIN
160608,1606,KELUANG
160614,1606,BABAT SUPAT
160609,1606,BAYUNG LENCIR
160611,1606,LALAN
160612,1606,TUNGKAL JAYA
160711,1607,RANTAU BAYUR
160705,1607,BETUNG
160716,1607,SUAK TAPEH
160704,1607,PULAU RIMAU
160715,1607,TUNGKAL ILIR
160721,1607,SELAT PENUGUAN
160703,1607,BANYUASIN III
160717,1607,SEMBAWA
160710,1607,TALANG KELAPA
160712,1607,TANJUNG LAGO
160701,1607,BANYUASIN I
160719,1607,AIR KUMBANG
160706,1607,RAMBUTAN
160707,1607,MUARA PADANG
160713,1607,MUARA SUGIHAN
160709,1607,MAKARTI JAYA
160714,1607,AIR SALEK
160702,1607,BANYUASIN II
160720,1607,KARANG AGUNG ILIR
160708,1607,MUARA TELANG
160718,1607,SUMBER MARGA TELANG
160908,1609,MEKAKAU ILIR
160903,1609,BANDING AGUNG
160913,1609,WARKUK RANAU SELATAN
160912,1609,BUAY PEMATANG RIBU
160909,1609,BUAY PEMACA
160905,1609,SIMPANG
160917,1609,BUANA PEMACA
160901,1609,MUARA DUA
160919,1609,BUAY RAWAN
160906,1609,BUAY SANDANG AJI
160918,1609,TIGA DIHAJI
160907,1609,BUAY RUNJUNG
160914,1609,RUNJUNG AGUNG
160910,1609,KISAM TINGGI
160904,1609,MUARA DUA KISAM
160911,1609,KISAM ILIR
160902,1609,PULAU BERINGIN
160916,1609,SINDANG DANAU
160915,1609,SUNGAI ARE
160801,1608,MARTAPURA
160811,1608,BUNGA MAYANG
160816,1608,JAYAPURA
160805,1608,BUAY PEMUKA PELIUNG
160802,1608,BUAY MADANG
160812,1608,BUAY MADANG TIMUR
160820,1608,BUAY PEMUKA BANGSA
160806,1608,MADANG SUKU II
160813,1608,MADANG SUKU III
160807,1608,MADANG SUKU I
160818,1608,BELITANG MADANG RAYA
160803,1608,BELITANG
160817,1608,BELITANG JAYA
160810,1608,BELITANG III
160809,1608,BELITANG II
160819,1608,BELITANG MULYA
160808,1608,SEMENDAWAI SUKU III
160815,1608,SEMENDAWAI TIMUR
160804,1608,CEMPAKA
160814,1608,SEMENDAWAI BARAT
161001,1610,MUARA KUANG
161014,1610,RAMBANG KUANG
161015,1610,LUBUK KELIAT
161002,1610,TANJUNG BATU
161016,1610,PAYARAMAN
161006,1610,RANTAU ALAI
161013,1610,KANDIS
161003,1610,TANJUNG RAJA
161011,1610,RANTAU PANJANG
161012,1610,SUNGAI PINANG
161005,1610,PEMULUTAN
161009,1610,PEMULUTAN SELATAN
161010,1610,PEMULUTAN BARAT
161004,1610,INDRALAYA
161007,1610,INDRALAYA UTARA
161008,1610,INDRALAYA SELATAN
161101,1611,MUARA PINANG
161105,1611,LINTANG KANAN
161102,1611,PENDOPO
161110,1611,PENDOPO BARAT
161107,1611,PASEMAH AIR KERUH
161103,1611,ULU MUSI
161108,1611,SIKAP DALAM
161106,1611,TALANG PADANG
161104,1611,TEBING TINGGI
161109,1611,SALING
161201,1612,TALANG UBI
161205,1612,TANAH ABANG
161204,1612,ABAB
161203,1612,PENUKAL
161202,1612,PENUKAL UTARA
161307,1613,ULU RAWAS
161306,1613,KARANG JAYA
161302,1613,RAWAS ULU
161301,1613,RUPIT
161305,1613,KARANG DAPO
161304,1613,RAWAS ILIR
161303,1613,NIBUNG
167101,1671,ILIR BARAT II
167112,1671,GANDUS
167102,1671,SEBERANG ULU I
167113,1671,KERTAPATI
167117,1671,JAKABARING
167103,1671,SEBERANG ULU II
167114,1671,PLAJU
167104,1671,ILIR BARAT I
167111,1671,BUKIT KECIL
167105,1671,ILIR TIMUR I
167109,1671,KEMUNING
167106,1671,ILIR TIMUR II
167110,1671,KALIDONI
167118,1671,ILIR TIMUR TIGA
167108,1671,SAKO
167116,1671,SEMATANG BORANG
167107,1671,SUKARAMI
167115,1671,ALANG-ALANG LEBAR
167404,1674,RAMBANG KPK TENGAH
167402,1674,PRABUMULIH TIMUR
167406,1674,PRABUMULIH SELATAN
167401,1674,PRABUMULIH BARAT
167405,1674,PRABUMULIH UTARA
167403,1674,CAMBAI
167204,1672,DEMPO SELATAN
167205,1672,DEMPO TENGAH
167203,1672,DEMPO UTARA
167202,1672,PAGAR ALAM SELATAN
167201,1672,PAGAR ALAM UTARA
167302,1673,LUBUK LINGGAU BARAT I
167306,1673,LUBUK LINGGAU BARAT II
167303,1673,LUBUK LINGGAU SELATAN
167307,1673,LUBUK LINGGAU SELATAN II
167301,1673,LUBUK LINGGAU TIMUR I
167305,1673,LUBUK LINGGAU TIMUR
167304,1673,LUBUK LINGGAU UTARA I
167308,1673,LUBUK LINGGAU UTARA II
170104,1701,MANNA
170105,1701,KOTA MANNA
170101,1701,KEDURANG
170110,1701,BUNGA MAS
170111,1701,PASAR MANNA
170107,1701,KEDURANG ILIR
170102,1701,SEGINIM
170108,1701,AIR NIPIS
170103,1701,PINO
170106,1701,PINO RAYA
170109,1701,ULU MANNA
170206,1702,KOTA PADANG
170223,1702,SINDANG BELITI ILIR
170207,1702,PADANG ULAK TANDING
170208,1702,SINDANG KELINGI
170220,1702,BINDURIANG
170221,1702,SINDANG BELITI ULU
170222,1702,SINDANG DATARAN
170209,1702,CURUP
170210,1702,BERMANI ULU
170211,1702,SELUPU REJANG
170218,1702,CURUP SELATAN
170219,1702,CURUP TENGAH
170224,1702,BERMANI ULU RAYA
170216,1702,CURUP UTARA
170217,1702,CURUP TIMUR
170301,1703,ENGGANO
170306,1703,KERKAP
170316,1703,AIR NAPAL
170315,1703,AIR BESI
170319,1703,HULU PALIK
170322,1703,TANJUNG AGUNG PALIK
170307,1703,KOTA ARGA MAKMUR
170321,1703,ARMA JAYA
170310,1703,LAIS
170311,1703,BATIK NAU
170308,1703,GIRI MULYA
170320,1703,AIR PADANG
170309,1703,PADANG JAYA
170312,1703,KETAHUN
170313,1703,NAPAL PUTIH
170323,1703,ULOK KUPAI
170324,1703,PINANG RAYA
170314,1703,PUTRI HIJAU
170325,1703,MARGA SAKTI SEBELAT
170407,1704,NASAL
170406,1704,MAJE
170405,1704,KAUR SELATAN
170412,1704,TETAP
170404,1704,KAUR TENGAH
170410,1704,LUAS
170411,1704,MUARA SAHUNG
170401,1704,KINAL
170408,1704,SEMIDANG GUMAY
170402,1704,TANJUNG KEMUNING
170409,1704,KELAM TENGAH
170403,1704,KAUR UTARA
170414,1704,PADANG GUCI HILIR
170413,1704,LUNGKANG KULE
170415,1704,PADANG GUCI HULU
170505,1705,SEMIDANG ALAS MARAS
170504,1705,SEMIDANG ALAS
170503,1705,TALO
170514,1705,ILIR TALO
170512,1705,TALO KECIL
170513,1705,ULU TALO
170502,1705,SELUMA
170511,1705,SELUMA SELATAN
170508,1705,SELUMA BARAT
170509,1705,SELUMA TIMUR
170510,1705,SELUMA UTARA
170501,1705,SUKARAJA
170506,1705,AIR PERIUKAN
170507,1705,LUBUK SANDI
170605,1706,IPUH
170607,1706,AIR RAMI
170606,1706,MALIN DEMAN
170604,1706,PONDOK SUGUH
170615,1706,SUNGAI RUMBAI
170608,1706,TERAMANG JAYA
170603,1706,TERAS TERUNJAM
170610,1706,PENARIK
170609,1706,SELAGAN RAYA
170602,1706,KOTA MUKOMUKO
170614,1706,AIR DIKIT
170611,1706,XIV KOTO
170601,1706,LUBUK PINANG
170613,1706,AIR MAJUNTO
170612,1706,V KOTO
170705,1707,RIMBO PENGADANG
170706,1707,TOPOS
170704,1707,LEBONG SELATAN
170707,1707,BINGIN KUNING
170703,1707,LEBONG TENGAH
170708,1707,LEBONG SAKTI
170702,1707,LEBONG ATAS
170709,1707,PELABAI
170701,1707,LEBONG UTARA
170710,1707,AMEN
170711,1707,URAM JAYA
170712,1707,PINANG BELAPIS
170808,1708,MUARA KEMUMU
170801,1708,BERMANI ILIR
170807,1708,SEBERANG MUSI
170803,1708,TEBAT KARAI
170804,1708,KEPAHIANG
170806,1708,KEBAWETAN
170802,1708,UJAN MAS
170805,1708,MERIGI
170902,1709,TALANG EMPAT
170911,1709,SEMIDANG LAGAN
170901,1709,KARANG TINGGI
170906,1709,TABA PENANJUNG
170907,1709,MERIGI KELINDANG
170905,1709,PAGAR JATI
170908,1709,MERIGI SAKTI
170903,1709,PONDOK KELAPA
170909,1709,PONDOK KUBANG
170904,1709,PEMATANG TIGA
170910,1709,BANG HAJI
177101,1771,SELEBAR
177105,1771,KAMPUNG MELAYU
177102,1771,GADING CEMPAKA
177106,1771,RATU AGUNG
177107,1771,RATU SAMBAN
177109,1771,SINGARAN PATI
177103,1771,TELUK SEGARA
177108,1771,SUNGAI SERUT
177104,1771,MUARA BANGKA HULU
180404,1804,BALIK BUKIT
180411,1804,SUKAU
180422,1804,LUMBOK SEMINUNG
180406,1804,BELALAU
180408,1804,SEKINCAU
180409,1804,SUOH
180410,1804,BATU BRAK
180420,1804,PAGAR DEWA
180421,1804,BATU KETULIS
180423,1804,BANDAR NEGERI SUOH
180405,1804,SUMBER JAYA
180407,1804,WAY TENONG
180415,1804,GEDUNG SURIAN
180418,1804,KEBUN TEBU
180419,1804,AIR HITAM
180603,1806,WONOSOBO
180612,1806,SEMAKA
180625,1806,BANDAR NEGERI
180601,1806,KOTA AGUNG
180616,1806,PEMATANG SAWA
180619,1806,KOTA AGUNG TIMUR
180618,1806,KOTA AGUNG BARAT
180604,1806,PULAU PANGGUNG
180615,1806,ULU BELU
180626,1806,AIR NANINGAN
180602,1806,TALANG PADANG
180613,1806,SUMBER REJO
180620,1806,GISTING
180621,1806,GUNUNG ALIP
180611,1806,PUGUNG
180627,1806,BULOK
180609,1806,CUKUH BALAK
180617,1806,KLUMBAYAN
180624,1806,LIMAU
180628,1806,KLUMBAYAN BARAT
180104,1801,NATAR
180113,1801,JATI AGUNG
180105,1801,TANJUNG BINTANG
180122,1801,TANJUNG SARI
180108,1801,KATIBUNG
180118,1801,MERBAU MATARAM
180123,1801,WAY SULAN
180107,1801,SIDOMULYO
180117,1801,CANDIPURO
180124,1801,WAY PANJI
180106,1801,KALIANDA
180116,1801,RAJA BASA
180110,1801,PALAS
180115,1801,SRAGI
180109,1801,PENENGAHAN
180114,1801,KETAPANG
180121,1801,BAKAUHENI
180710,1807,METRO KIBANG
180706,1807,BATANGHARI
180705,1807,SEKAMPUNG
180711,1807,MARGA TIGA
180712,1807,SEKAMPUNG UDIK
180703,1807,JABUNG
180719,1807,PASIR SAKTI
180720,1807,WAWAY KARYA
180724,1807,MARGA SEKAMPUNG
180702,1807,LABUHAN MARINGGAI
180716,1807,MATARAM BARU
180715,1807,BANDAR SRIBHAWONO
180717,1807,MELINTING
180718,1807,GUNUNG PELINDUNG
180707,1807,WAY JEPARA
180722,1807,BRAJA SELEBAH
180721,1807,LABUHAN RATU
180701,1807,SUKADANA
180714,1807,BUMI AGUNG
180713,1807,BATANGHARI NUBAN
180704,1807,PEKALONGAN
180709,1807,RAMAN UTARA
180708,1807,PURBOLINGGO
180723,1807,WAY BUNGUR
180203,1802,PADANG RATU
180220,1802,SELAGAI LINGGA
180219,1802,PUBIAN
180221,1802,ANAK TUHA
180227,1802,ANAK RATU AJI
180201,1802,KALIREJO
180222,1802,SENDANG AGUNG
180202,1802,BANGUN REJO
180204,1802,GUNUNG SUGIH
180215,1802,BEKRI
180214,1802,BUMI RATU NUBAN
180205,1802,TRIMURJO
180206,1802,PUNGGUR
180223,1802,KOTA GAJAH
180208,1802,SEPUTIH RAMAN
180207,1802,TERBANGGI BESAR
180216,1802,SEPUTIH AGUNG
180217,1802,WAY PANGUBUAN
180213,1802,TERUSAN NUNYAI
180211,1802,SEPUTIH MATARAM
180218,1802,BANDAR MATARAM
180210,1802,SEPUTIH BANYAK
180225,1802,WAY SEPUTIH
180209,1802,RUMBIA
180224,1802,BUMI NABUNG
180228,1802,PUTRA RUMBIA
180212,1802,SEPUTIH SURABAYA
180226,1802,BANDAR SURABAYA
180301,1803,BUKIT KEMUNING
180312,1803,ABUNG TINGGI
180304,1803,TANJUNG RAJA
180306,1803,ABUNG BARAT
180311,1803,ABUNG TENGAH
180322,1803,ABUNG KUNANG
180319,1803,ABUNG PEKURUN
180302,1803,KOTABUMI
180309,1803,KOTABUMI UTARA
180310,1803,KOTABUMI SELATAN
180307,1803,ABUNG SELATAN
180313,1803,ABUNG SEMULI
180323,1803,BLAMBANGAN PAGAR
180305,1803,ABUNG TIMUR
180314,1803,ABUNG SURAKARTA
180303,1803,SUNGKAI SELATAN
180315,1803,MUARA SUNGKAI
180316,1803,BUNGA MAYANG
180321,1803,SUNGKAI BARAT
180320,1803,SUNGKAI JAYA
180308,1803,SUNGKAI UTARA
180317,1803,HULU SUNGKAI
180318,1803,SUNGKAI TENGAH
180803,1808,BANJIT
180804,1808,BARADATU
180810,1808,GUNUNG LABUHAN
180802,1808,KASUI
180809,1808,REBANG TANGKAS
180808,1808,WAY TUBA
180807,1808,NEGERI AGUNG
180801,1808,BLAMBANGAN UMPU
180805,1808,BAHUGA
180813,1808,BUAY BAHUGA
180814,1808,BUMI AGUNG
180806,1808,PAKUAN RATU
180811,1808,NEGARA BATIN
180812,1808,NEGERI BESAR
180508,1805,BANJAR AGUNG
180520,1805,BANJAR MARGO
180529,1805,BANJAR BARU
180506,1805,GEDUNG AJI
180523,1805,PENAWAR AJI
180526,1805,MERAKSA AJI
180502,1805,MENGGALA
180513,1805,PENAWAR TAMA
180512,1805,RAWA JITU SELATAN
180511,1805,GEDUNG MENENG
180518,1805,RAWA JITU TIMUR
180522,1805,RAWA PITU
180527,1805,GEDUNG AJI BARU
180525,1805,DENTE TELADAS
180530,1805,MENGGALA TIMUR
180906,1809,PUNDUH PIDADA
180908,1809,MARGA PUNDUH
180905,1809,PADANG CERMIN
180910,1809,TELUK PANDAN
180911,1809,WAY RATAI
180907,1809,KEDONDONG
180909,1809,WAY KHILAU
180904,1809,WAY LIMA
180901,1809,GEDONG TATAAN
180902,1809,NEGERI KATON
180903,1809,TEGINENENG
181004,1810,PARDASUKA
181003,1810,AMBARAWA
181005,1810,PAGELARAN
181009,1810,PAGELARAN UTARA
181001,1810,PRINGSEWU
181002,1810,GADING REJO
181008,1810,SUKOHARJO
181006,1810,BANYUMAS
181007,1810,ADILUWIH
181104,1811,WAY SERDANG
181105,1811,SIMPANG PEMATANG
181106,1811,PANCA JAYA
181107,1811,TANJUNG RAYA
181101,1811,MESUJI
181102,1811,MESUJI TIMUR
181103,1811,RAWA JITU UTARA
181203,1812,TULANG BAWANG UDIK
181202,1812,TUMIJAJAR
181201,1812,TULANG BAWANG TENGAH
181208,1812,PAGAR DEWA
181207,1812,LAMBU KIBANG
181204,1812,GUNUNG TERANG
181209,1812,BATU PUTIH
181205,1812,GUNUNG AGUNG
181206,1812,WAY KENANGA
181303,1813,LEMONG
181304,1813,PESISIR UTARA
181306,1813,PULAUPISANG
181305,1813,KARYA PENGGAWA
181307,1813,WAY KRUI
181301,1813,PESISIR TENGAH
181308,1813,KRUI SELATAN
181302,1813,PESISIR SELATAN
181309,1813,NGAMBUR
181310,1813,NGARAS
181311,1813,BANGKUNAT
187108,1871,TELUKBETUNG BARAT
187119,1871,TELUKBETUNG TIMUR
187107,1871,TELUKBETUNG SELATAN
187120,1871,BUMI WARAS
187104,1871,PANJANG
187105,1871,TANJUNGKARANG TIMUR
187118,1871,KEDAMAIAN
187109,1871,TELUKBETUNG UTARA
187106,1871,TANJUNGKARANG PUSAT
187117,1871,ENGGAL
187103,1871,TANJUNGKARANG BARAT
187113,1871,KEMILING
187116,1871,LANGKAPURA
187101,1871,KEDATON
187110,1871,RAJABASA
187111,1871,TANJUNG SENANG
187114,1871,LABUHAN RATU
187102,1871,SUKARAME
187112,1871,SUKABUMI
187115,1871,WAY HALIM
187205,1872,METRO SELATAN
187203,1872,METRO BARAT
187204,1872,METRO TIMUR
187201,1872,METRO PUSAT
187202,1872,METRO UTARA
190104,1901,MENDO BARAT
190103,1901,MERAWANG
190108,1901,PUDING BESAR
190101,1901,SUNGAILIAT
190105,1901,PEMALI
190106,1901,BAKAM
190102,1901,BELINYU
190107,1901,RIAU SILIP
190202,1902,MEMBALONG
190201,1902,TANJUNG PANDAN
190205,1902,BADAU
190204,1902,SIJUK
190203,1902,SELAT NASIK
190504,1905,KELAPA
190505,1905,TEMPILANG
190501,1905,MUNTOK
190502,1905,SIMPANG TERITIP
190503,1905,JEBUS
190506,1905,PARITTIGA
190401,1904,KOBA
190406,1904,LUBUK BESAR
190402,1904,PANGKALAN BARU
190405,1904,NAMANG
190403,1904,SUNGAI SELAN
190404,1904,SIMPANG KATIS
190305,1903,PAYUNG
190307,1903,PULAUBESAR
190304,1903,SIMPANG RIMBA
190301,1903,TOBOALI
190306,1903,TUKAK SADAI
190303,1903,AIR GEGAS
190302,1903,LEPAR PONGOK
190308,1903,KEPULAUAN PONGOK
190603,1906,DENDANG
190607,1906,SIMPANG PESAK
190602,1906,GANTUNG
190606,1906,SIMPANG RENGGIANG
190601,1906,MANGGAR
190605,1906,DAMAR
190604,1906,KELAPA KAMPIT
197104,1971,RANGKUI
197101,1971,BUKITINTAN
197107,1971,GIRIMAYA
197103,1971,PANGKAL BALAM
197106,1971,GABEK
197102,1971,TAMAN SARI
197105,1971,GERUNGGANG
210201,2102,MORO
210209,2102,DURAI
210202,2102,KUNDUR
210207,2102,KUNDUR UTARA
210208,2102,KUNDUR BARAT
210211,2102,UNGAR
210212,2102,BELAT
210203,2102,KARIMUN
210206,2102,BURU
210204,2102,MERAL
210205,2102,TEBING
210210,2102,MERAL BARAT
210108,2101,TELUK BINTAN
210107,2101,BINTAN UTARA
210110,2101,TELOK SEBONG
210115,2101,SERI KUALA LOBAM
210106,2101,BINTAN TIMUR
210104,2101,GUNUNG KIJANG
210113,2101,MANTANG
210114,2101,BINTAN PESISIR
210112,2101,TOAPAYA
210109,2101,TAMBELAN
210304,2103,MIDAI
210322,2103,SUAK MIDAI
210305,2103,BUNGURAN BARAT
210308,2103,BUNGURAN UTARA
210310,2103,PULAU LAUT
210311,2103,PULAU TIGA
210320,2103,BUNGURAN BATUBI
210321,2103,PULAU TIGA BARAT
210307,2103,BUNGURAN TIMUR
210315,2103,BUNGURAN TIMUR LAUT
210316,2103,BUNGURAN TENGAH
210318,2103,BUNGURAN SELATAN
210306,2103,SERASAN
210309,2103,SUBI
210319,2103,SERASAN TIMUR
210404,2104,SINGKEP BARAT
210410,2104,KEPULAUAN POSEK
210401,2104,SINGKEP
210409,2104,SINGKEP SELATAN
210406,2104,SINGKEP PESISIR
210402,2104,LINGGA
210408,2104,SELAYAR
210407,2104,LINGGA TIMUR
210405,2104,LINGGA UTARA
210403,2104,SENAYANG
210413,2104,BAKUNG SERUMPUN
210412,2104,TEMIANG PESISIR
210411,2104,KATANG BIDARE
210506,2105,JEMAJA
210509,2105,JEMAJA BARAT
210505,2105,JEMAJA TIMUR
210504,2105,SIANTAN SELATAN
210501,2105,SIANTAN
210503,2105,SIANTAN TIMUR
210507,2105,SIANTAN TENGAH
210502,2105,PALMATAK
210508,2105,SIANTAN UTARA
217101,2171,BELAKANG PADANG
217105,2171,BULANG
217108,2171,GALANG
217107,2171,SEI BEDUK
217111,2171,SAGULUNG
217104,2171,NONGSA
217110,2171,BATAM KOTA
217103,2171,SEKUPANG
217112,2171,BATU AJI
217106,2171,LUBUK BAJA
217102,2171,BATU AMPAR
217109,2171,BENGKONG
217204,2172,BUKIT BESTARI
217202,2172,TANJUNG PINANG TIMUR
217203,2172,TANJUNG PINANG KOTA
217201,2172,TANJUNG PINANG BARAT
310102,3101,KEPULAUAN SERIBU SELATAN
310101,3101,KEPULAUAN SERIBU UTARA
317409,3174,JAGAKARSA
317404,3174,PASAR MINGGU
317406,3174,CILANDAK
317410,3174,PESANGGRAHAN
317405,3174,KEBAYORAN LAMA
317407,3174,KEBAYORAN BARU
317403,3174,MAMPANG PRAPATAN
317408,3174,PANCORAN
317401,3174,TEBET
317402,3174,SETIABUDI
317505,3175,PASAR REBO
317509,3175,CIRACAS
317510,3175,CIPAYUNG
317508,3175,MAKASAR
317504,3175,KRAMATJATI
317503,3175,JATINEGARA
317507,3175,DUREN SAWIT
317506,3175,CAKUNG
317502,3175,PULOGADUNG
317501,3175,MATRAMAN
317107,3171,TANAH ABANG
317106,3171,MENTENG
317104,3171,SENEN
317108,3171,JOHAR BARU
317105,3171,CEMPAKA PUTIH
317103,3171,KEMAYORAN
317102,3171,SAWAH BESAR
317101,3171,GAMBIR
317308,3173,KEMBANGAN
317305,3173,KEBON JERUK
317307,3173,PAL MERAH
317302,3173,GROGOL PETAMBURAN
317304,3173,TAMBORA
317303,3173,TAMAN SARI
317301,3173,CENGKARENG
317306,3173,KALIDERES
317201,3172,PENJARINGAN
317205,3172,PADEMANGAN
317202,3172,TANJUNG PRIOK
317203,3172,KOJA
317206,3172,KELAPA GADING
317204,3172,CILINCING
320121,3201,NANGGUNG
320114,3201,LEUWILIANG
320139,3201,LEUWISADENG
320117,3201,PAMIJAHAN
320116,3201,CIBUNGBULANG
320115,3201,CIAMPEA
320140,3201,TENJOLAYA
320130,3201,DRAMAGA
320129,3201,CIOMAS
320131,3201,TAMANSARI
320128,3201,CIJERUK
320138,3201,CIGOMBONG
320127,3201,CARINGIN
320124,3201,CIAWI
320125,3201,CISARUA
320126,3201,MEGAMENDUNG
320104,3201,SUKARAJA
320105,3201,BABAKAN MADANG
320109,3201,SUKAMAKMUR
320108,3201,CARIU
320136,3201,TANJUNGSARI
320106,3201,JONGGOL
320107,3201,CILEUNGSI
320132,3201,KLAPANUNGGAL
320102,3201,GUNUNG PUTRI
320103,3201,CITEUREUP
320101,3201,CIBINONG
320113,3201,BOJONG GEDE
320137,3201,TAJURHALANG
320112,3201,KEMANG
320134,3201,RANCA BUNGUR
320110,3201,PARUNG
320133,3201,CISEENG
320111,3201,GUNUNG SINDUR
320118,3201,RUMPIN
320122,3201,CIGUDEG
320135,3201,SUKAJAYA
320119,3201,JASINGA
320123,3201,TENJO
320120,3201,PARUNG PANJANG
320222,3202,CIEMAS
320226,3202,CIRACAP
320220,3202,WALURAN
320224,3202,SURADE
320225,3202,CIBITUNG
320221,3202,JAMPANGKULON
320246,3202,CIMANGGU
320223,3202,KALIBUNDER
320245,3202,TEGALBULEUD
320243,3202,CIDOLOG
320241,3202,SAGARANTEN
320244,3202,CIDADAP
320242,3202,CURUGKEMBAR
